sku_id,actual_records,expected_records,completeness_ratio
100011881946,769,851,90.36427732079906
100024864852,769,851,90.36427732079906
100012797322,769,851,90.36427732079906
100025429398,768,851,90.24676850763807
100035403264,768,851,90.24676850763807
100025429956,767,851,90.12925969447708
100008766160,767,851,90.12925969447708
1032833,767,851,90.12925969447708
10066546386346,767,851,90.12925969447708
100018973436,767,851,90.12925969447708
100000671417,766,851,90.0117508813161
100040684023,766,851,90.0117508813161
