ds,y
2023-09-11 17:15:39.185076,121.52665072697523
2023-09-12 17:15:39.185076,116.84055459703461
2023-09-13 17:15:39.185076,130.72953247930877
2023-09-14 17:15:39.185076,132.59333235724793
2023-09-15 17:15:39.185076,139.45773355132675
2023-09-16 17:15:39.185076,126.41925008191335
2023-09-17 17:15:39.185076,126.88057615496223
2023-09-18 17:15:39.185076,121.29272733866901
2023-09-19 17:15:39.185076,124.60845462861347
2023-09-20 17:15:39.185076,127.45460310550081
2023-09-21 17:15:39.185076,133.6646057097831
2023-09-22 17:15:39.185076,131.19598128677043
2023-09-23 17:15:39.185076,124.40547851217886
2023-09-24 17:15:39.185076,137.8229728077487
2023-09-25 17:15:39.185076,122.68049875062728
2023-09-26 17:15:39.185076,124.24439187657634
2023-09-27 17:15:39.185076,125.73509907427275
2023-09-28 17:15:39.185076,136.19678409217784
2023-09-29 17:15:39.185076,134.4185320907769
2023-09-30 17:15:39.185076,121.50007087213966
2023-10-01 17:15:39.185076,130.18001048799903
2023-10-02 17:15:39.185076,121.9408622291077
2023-10-03 17:15:39.185076,119.86949778506782
2023-10-04 17:15:39.185076,121.26726064393854
2023-10-05 17:15:39.185076,132.73681208547404
2023-10-06 17:15:39.185076,134.31485919179187
2023-10-07 17:15:39.185076,124.53985548130531
2023-10-08 17:15:39.185076,123.42984082466319
2023-10-09 17:15:39.185076,118.83881125878418
2023-10-10 17:15:39.185076,113.19975823971498
2023-10-11 17:15:39.185076,130.08453000641887
2023-10-12 17:15:39.185076,123.54471102048662
2023-10-13 17:15:39.185076,131.80907865278675
2023-10-14 17:15:39.185076,125.91422635342398
2023-10-15 17:15:39.185076,126.44952085786372
2023-10-16 17:15:39.185076,119.14280237641006
2023-10-17 17:15:39.185076,118.45490858357486
2023-10-18 17:15:39.185076,130.02552009316278
2023-10-19 17:15:39.185076,135.16628552144303
2023-10-20 17:15:39.185076,140.51965139923075
2023-10-21 17:15:39.185076,117.55570230439145
2023-10-22 17:15:39.185076,122.49651959914047
2023-10-23 17:15:39.185076,117.68743618592212
2023-10-24 17:15:39.185076,125.12002062520095
2023-10-25 17:15:39.185076,119.20485003999183
2023-10-26 17:15:39.185076,122.39563563902476
2023-10-27 17:15:39.185076,121.4549439795549
2023-10-28 17:15:39.185076,120.778582627777
2023-10-29 17:15:39.185076,123.72910633197759
2023-10-30 17:15:39.185076,122.55477608027913
2023-10-31 17:15:39.185076,112.36754252256668
2023-11-01 17:15:39.185076,122.29734544461078
2023-11-02 17:15:39.185076,124.87120216001449
2023-11-03 17:15:39.185076,123.27292072673258
2023-11-04 17:15:39.185076,128.66290271817414
2023-11-05 17:15:39.185076,113.80640622857871
2023-11-06 17:15:39.185076,119.99108919059069
2023-11-07 17:15:39.185076,116.28988351275633
2023-11-08 17:15:39.185076,125.48740979431616
2023-11-09 17:15:39.185076,127.88581894928589
2023-11-10 17:15:39.185076,111.15815031712225
2023-11-11 17:15:39.185076,119.58049824175271
2023-11-12 17:15:39.185076,116.0667596614699
2023-11-13 17:15:39.185076,107.87722372779099
2023-11-14 17:15:39.185076,103.30635862278427
2023-11-15 17:15:39.185076,127.2261738884404
2023-11-16 17:15:39.185076,124.47544119848226
2023-11-17 17:15:39.185076,115.31417477403235
2023-11-18 17:15:39.185076,125.78117873471956
2023-11-19 17:15:39.185076,112.57925443183038
2023-11-20 17:15:39.185076,114.07263384638064
2023-11-21 17:15:39.185076,104.42868884871777
2023-11-22 17:15:39.185076,115.12329331664961
2023-11-23 17:15:39.185076,110.30739467492401
2023-11-24 17:15:39.185076,124.17154718685173
2023-11-25 17:15:39.185076,111.36199459709223
2023-11-26 17:15:39.185076,103.24124523651454
2023-11-27 17:15:39.185076,119.41802265048933
2023-11-28 17:15:39.185076,103.79460816031364
2023-11-29 17:15:39.185076,107.51684481834032
2023-11-30 17:15:39.185076,119.3993089526736
2023-12-01 17:15:39.185076,107.63035773250328
2023-12-02 17:15:39.185076,109.29887724521757
2023-12-03 17:15:39.185076,104.27466392434971
2023-12-04 17:15:39.185076,114.60707582980773
2023-12-05 17:15:39.185076,106.53716434329021
2023-12-06 17:15:39.185076,104.27185664066621
2023-12-07 17:15:39.185076,113.37144776225804
2023-12-08 17:15:39.185076,111.87143773792586
2023-12-09 17:15:39.185076,120.7532501180345
2023-12-10 17:15:39.185076,106.59961670255885
2023-12-11 17:15:39.185076,111.70795415572509
2023-12-12 17:15:39.185076,94.46258267383624
2023-12-13 17:15:39.185076,106.13082312707799
2023-12-14 17:15:39.185076,121.36746807454476
2023-12-15 17:15:39.185076,113.71602221987118
2023-12-16 17:15:39.185076,115.30478258457576
2023-12-17 17:15:39.185076,111.13269133556241
2023-12-18 17:15:39.185076,109.14783626108083
2023-12-19 17:15:39.185076,113.00960149989288
2023-12-20 17:15:39.185076,108.67429747730239
2023-12-21 17:15:39.185076,116.54212592744082
2023-12-22 17:15:39.185076,109.8243596916351
2023-12-23 17:15:39.185076,112.17563940526296
2023-12-24 17:15:39.185076,107.5569090439794
2023-12-25 17:15:39.185076,104.78749070882466
2023-12-26 17:15:39.185076,103.60298220301942
2023-12-27 17:15:39.185076,104.07217569611261
2023-12-28 17:15:39.185076,111.57713323582948
2023-12-29 17:15:39.185076,120.02586651890189
2023-12-30 17:15:39.185076,119.84746097031342
2023-12-31 17:15:39.185076,112.6980193775838
2024-01-01 17:15:39.185076,107.35442924297875
2024-01-02 17:15:39.185076,107.46072614861926
2024-01-03 17:15:39.185076,111.29483910942234
2024-01-04 17:15:39.185076,113.70410550190006
2024-01-05 17:15:39.185076,114.90167303576098
2024-01-06 17:15:39.185076,109.02528464928909
2024-01-07 17:15:39.185076,105.53137067741466
2024-01-08 17:15:39.185076,93.2522852133478
2024-01-09 17:15:39.185076,105.48487855509082
2024-01-10 17:15:39.185076,104.11749290304158
2024-01-11 17:15:39.185076,111.4364651517584
2024-01-12 17:15:39.185076,112.51351925069156
2024-01-13 17:15:39.185076,113.21560803321657
2024-01-14 17:15:39.185076,100.67204977724383
2024-01-15 17:15:39.185076,102.69442522341905
2024-01-16 17:15:39.185076,101.85059518096183
2024-01-17 17:15:39.185076,103.65001212222056
2024-01-18 17:15:39.185076,108.74741278374945
2024-01-19 17:15:39.185076,113.62615832419908
2024-01-20 17:15:39.185076,98.80746523962728
2024-01-21 17:15:39.185076,108.95879261213142
2024-01-22 17:15:39.185076,101.99796534514626
2024-01-23 17:15:39.185076,102.0092101148206
2024-01-24 17:15:39.185076,112.4938491262728
2024-01-25 17:15:39.185076,110.33326669368023
2024-01-26 17:15:39.185076,116.48929315159793
2024-01-27 17:15:39.185076,113.99279644252078
2024-01-28 17:15:39.185076,102.27903867770372
2024-01-29 17:15:39.185076,90.42264467113458
2024-01-30 17:15:39.185076,98.64808946942794
2024-01-31 17:15:39.185076,98.53930587100388
2024-02-01 17:15:39.185076,106.99287567197848
2024-02-02 17:15:39.185076,113.5836292527602
2024-02-03 17:15:39.185076,110.3701610012256
2024-02-04 17:15:39.185076,98.10353144678193
2024-02-05 17:15:39.185076,103.38586644895557
2024-02-06 17:15:39.185076,102.25337891413521
2024-02-07 17:15:39.185076,110.78183244667402
2024-02-08 17:15:39.185076,109.79921766552347
2024-02-09 17:15:39.185076,116.19385461792162
2024-02-10 17:15:39.185076,107.46150938092033
2024-02-11 17:15:39.185076,106.94796794306734
2024-02-12 17:15:39.185076,103.85107429143835
2024-02-13 17:15:39.185076,102.18384015340465
2024-02-14 17:15:39.185076,116.59972234963561
2024-02-15 17:15:39.185076,118.41697609987784
2024-02-16 17:15:39.185076,119.01644607373765
2024-02-17 17:15:39.185076,111.84559082594198
2024-02-18 17:15:39.185076,102.02209126624669
2024-02-19 17:15:39.185076,103.01604617019684
2024-02-20 17:15:39.185076,108.11483273928856
2024-02-21 17:15:39.185076,110.36342412480094
2024-02-22 17:15:39.185076,123.68239096275747
2024-02-23 17:15:39.185076,118.6939736216129
2024-02-24 17:15:39.185076,114.84970553309529
2024-02-25 17:15:39.185076,101.69208643688894
2024-02-26 17:15:39.185076,107.56559696226769
2024-02-27 17:15:39.185076,108.49854013941244
2024-02-28 17:15:39.185076,99.3931806158797
2024-02-29 17:15:39.185076,111.594293926859
2024-03-01 17:15:39.185076,113.90361864273886
2024-03-02 17:15:39.185076,115.03069288511956
2024-03-03 17:15:39.185076,112.8359466548808
2024-03-04 17:15:39.185076,109.32012502592639
2024-03-05 17:15:39.185076,109.82193780515233
2024-03-06 17:15:39.185076,110.67169972658806
2024-03-07 17:15:39.185076,114.81578717598926
2024-03-08 17:15:39.185076,108.71450256522539
2024-03-09 17:15:39.185076,117.91349645357667
2024-03-10 17:15:39.185076,107.97408879228394
2024-03-11 17:15:39.185076,113.60017945892224
2024-03-12 17:15:39.185076,110.34038381925302
2024-03-13 17:15:39.185076,117.98406107567835
2024-03-14 17:15:39.185076,120.27889157902015
2024-03-15 17:15:39.185076,105.95945784867294
2024-03-16 17:15:39.185076,121.43184420740718
2024-03-17 17:15:39.185076,106.68216550882592
2024-03-18 17:15:39.185076,121.74805249933944
2024-03-19 17:15:39.185076,114.64722934709356
2024-03-20 17:15:39.185076,128.06038274168148
2024-03-21 17:15:39.185076,119.55413210237504
2024-03-22 17:15:39.185076,132.70327773616157
2024-03-23 17:15:39.185076,121.81234879018106
2024-03-24 17:15:39.185076,118.42990842882377
2024-03-25 17:15:39.185076,114.91113905903259
2024-03-26 17:15:39.185076,117.76906103626344
2024-03-27 17:15:39.185076,123.38349179148236
2024-03-28 17:15:39.185076,116.00182046894744
2024-03-29 17:15:39.185076,122.36637567578549
2024-03-30 17:15:39.185076,117.57625355859574
2024-03-31 17:15:39.185076,118.05056276989701
2024-04-01 17:15:39.185076,102.82614519642526
2024-04-02 17:15:39.185076,117.83841554910025
2024-04-03 17:15:39.185076,123.35199613298609
2024-04-04 17:15:39.185076,128.51917161220368
2024-04-05 17:15:39.185076,117.77118859296996
2024-04-06 17:15:39.185076,123.84005589562888
2024-04-07 17:15:39.185076,119.21659431420159
2024-04-08 17:15:39.185076,116.38953915554602
2024-04-09 17:15:39.185076,119.012584560769
2024-04-10 17:15:39.185076,121.51075661141927
2024-04-11 17:15:39.185076,128.1026431478359
2024-04-12 17:15:39.185076,132.81857344171834
2024-04-13 17:15:39.185076,123.84211212286903
2024-04-14 17:15:39.185076,123.3138011623676
2024-04-15 17:15:39.185076,118.61084295643585
2024-04-16 17:15:39.185076,128.95613003668552
2024-04-17 17:15:39.185076,128.43319211912168
2024-04-18 17:15:39.185076,138.90560577383025
2024-04-19 17:15:39.185076,127.52299575753335
2024-04-20 17:15:39.185076,127.83705257240533
2024-04-21 17:15:39.185076,131.9647665804615
2024-04-22 17:15:39.185076,129.08202822369705
2024-04-23 17:15:39.185076,128.26350085920296
2024-04-24 17:15:39.185076,131.69600277690327
2024-04-25 17:15:39.185076,137.05991958115288
2024-04-26 17:15:39.185076,131.21230900050344
2024-04-27 17:15:39.185076,128.77887113811104
2024-04-28 17:15:39.185076,133.54095841021743
2024-04-29 17:15:39.185076,126.90548098132639
2024-04-30 17:15:39.185076,124.24157585701376
2024-05-01 17:15:39.185076,122.72317336930989
2024-05-02 17:15:39.185076,125.43663798331445
2024-05-03 17:15:39.185076,134.68113495665514
2024-05-04 17:15:39.185076,136.48276561664227
2024-05-05 17:15:39.185076,130.85778052614705
2024-05-06 17:15:39.185076,126.20216852487401
2024-05-07 17:15:39.185076,130.01504052933095
2024-05-08 17:15:39.185076,136.93303880112973
2024-05-09 17:15:39.185076,141.42831965488915
2024-05-10 17:15:39.185076,136.45617909994127
2024-05-11 17:15:39.185076,141.54940170220704
2024-05-12 17:15:39.185076,135.198693066053
2024-05-13 17:15:39.185076,131.02083256105274
2024-05-14 17:15:39.185076,133.6182930549013
2024-05-15 17:15:39.185076,143.47668392610782
2024-05-16 17:15:39.185076,145.70015174198784
2024-05-17 17:15:39.185076,146.8512246044728
2024-05-18 17:15:39.185076,132.1004069973971
2024-05-19 17:15:39.185076,145.88374958287267
2024-05-20 17:15:39.185076,132.73271492812427
2024-05-21 17:15:39.185076,135.6751990683509
2024-05-22 17:15:39.185076,147.24849185084133
2024-05-23 17:15:39.185076,142.05125082534502
2024-05-24 17:15:39.185076,146.4790442628426
2024-05-25 17:15:39.185076,139.47035287593894
2024-05-26 17:15:39.185076,147.57868890868426
2024-05-27 17:15:39.185076,141.18926957266137
2024-05-28 17:15:39.185076,142.38550073739864
2024-05-29 17:15:39.185076,134.88791433664775
2024-05-30 17:15:39.185076,152.03080614569637
2024-05-31 17:15:39.185076,149.00656614514443
2024-06-01 17:15:39.185076,154.35462339383488
2024-06-02 17:15:39.185076,149.30768925189818
2024-06-03 17:15:39.185076,141.99624268472732
2024-06-04 17:15:39.185076,136.80393271448116
2024-06-05 17:15:39.185076,152.30187220327812
2024-06-06 17:15:39.185076,150.24492431701626
2024-06-07 17:15:39.185076,143.91733057881316
2024-06-08 17:15:39.185076,150.7749188799794
2024-06-09 17:15:39.185076,148.04407386651732
2024-06-10 17:15:39.185076,148.03937693182056
2024-06-11 17:15:39.185076,156.24753113634492
2024-06-12 17:15:39.185076,159.99641437524937
2024-06-13 17:15:39.185076,161.15579863590517
2024-06-14 17:15:39.185076,146.7386265030699
2024-06-15 17:15:39.185076,162.67454514867532
2024-06-16 17:15:39.185076,149.43907381599388
2024-06-17 17:15:39.185076,149.28890665993978
2024-06-18 17:15:39.185076,152.30093554866406
2024-06-19 17:15:39.185076,155.5767893886968
2024-06-20 17:15:39.185076,163.09664169913432
2024-06-21 17:15:39.185076,156.37472380142785
2024-06-22 17:15:39.185076,152.51009530140848
2024-06-23 17:15:39.185076,146.554118700422
2024-06-24 17:15:39.185076,155.06951938863352
2024-06-25 17:15:39.185076,155.7685010113677
2024-06-26 17:15:39.185076,156.78814537852978
2024-06-27 17:15:39.185076,166.93906656737505
2024-06-28 17:15:39.185076,166.34130243610568
2024-06-29 17:15:39.185076,151.050385151478
2024-06-30 17:15:39.185076,162.89739172233487
2024-07-01 17:15:39.185076,158.50760132716778
2024-07-02 17:15:39.185076,152.7654151782146
2024-07-03 17:15:39.185076,166.65007103904213
2024-07-04 17:15:39.185076,161.11637983088843
2024-07-05 17:15:39.185076,165.70169386530213
2024-07-06 17:15:39.185076,159.23521167864556
2024-07-07 17:15:39.185076,160.17834991702134
2024-07-08 17:15:39.185076,161.83094578922788
2024-07-09 17:15:39.185076,163.4705876844415
2024-07-10 17:15:39.185076,153.43523326058374
2024-07-11 17:15:39.185076,176.1073327725315
2024-07-12 17:15:39.185076,165.26277656212022
2024-07-13 17:15:39.185076,163.72694180465476
2024-07-14 17:15:39.185076,160.01915903276247
2024-07-15 17:15:39.185076,150.33204699745156
2024-07-16 17:15:39.185076,150.24993914484045
2024-07-17 17:15:39.185076,159.72901667105398
2024-07-18 17:15:39.185076,167.11031899545443
2024-07-19 17:15:39.185076,168.5889844942225
2024-07-20 17:15:39.185076,167.12061590085855
2024-07-21 17:15:39.185076,163.52740690851525
2024-07-22 17:15:39.185076,169.22805398700785
2024-07-23 17:15:39.185076,161.621806837216
2024-07-24 17:15:39.185076,167.96566775164888
2024-07-25 17:15:39.185076,165.12018792523756
2024-07-26 17:15:39.185076,174.5408685852404
2024-07-27 17:15:39.185076,163.3239597621631
2024-07-28 17:15:39.185076,156.99496503243773
2024-07-29 17:15:39.185076,165.98086905887578
2024-07-30 17:15:39.185076,154.85223303788612
2024-07-31 17:15:39.185076,164.87206636086108
2024-08-01 17:15:39.185076,174.4388145659286
2024-08-02 17:15:39.185076,160.55797136064868
2024-08-03 17:15:39.185076,152.45089504765073
2024-08-04 17:15:39.185076,158.5009432787536
2024-08-05 17:15:39.185076,147.65723492112778
2024-08-06 17:15:39.185076,159.76667708055584
2024-08-07 17:15:39.185076,169.13261759586632
2024-08-08 17:15:39.185076,162.81343466713602
2024-08-09 17:15:39.185076,172.13190584689042
2024-08-10 17:15:39.185076,162.85766063740695
2024-08-11 17:15:39.185076,164.55747827290378
2024-08-12 17:15:39.185076,151.40607038416707
2024-08-13 17:15:39.185076,158.9667187121866
2024-08-14 17:15:39.185076,164.5363534792918
2024-08-15 17:15:39.185076,170.199564774585
2024-08-16 17:15:39.185076,177.03970986950492
2024-08-17 17:15:39.185076,166.08673013896183
2024-08-18 17:15:39.185076,157.38132784227207
2024-08-19 17:15:39.185076,162.2244951279935
2024-08-20 17:15:39.185076,159.88690340288022
2024-08-21 17:15:39.185076,156.57534546597864
2024-08-22 17:15:39.185076,163.96882374565675
2024-08-23 17:15:39.185076,170.79152206413775
2024-08-24 17:15:39.185076,167.09591519628557
2024-08-25 17:15:39.185076,161.80536105325305
2024-08-26 17:15:39.185076,153.8406099597081
2024-08-27 17:15:39.185076,164.4066836494088
2024-08-28 17:15:39.185076,166.9049178208762
2024-08-29 17:15:39.185076,167.13687269032062
2024-08-30 17:15:39.185076,163.04247595108288
2024-08-31 17:15:39.185076,172.17735165909403
2024-09-01 17:15:39.185076,163.4429312716026
2024-09-02 17:15:39.185076,174.2284967237544
2024-09-03 17:15:39.185076,160.37860837473875
2024-09-04 17:15:39.185076,170.544935491506
2024-09-05 17:15:39.185076,164.0499902522156
2024-09-06 17:15:39.185076,175.0582266242223
2024-09-07 17:15:39.185076,166.32421443508377
2024-09-08 17:15:39.185076,156.38380883067884
2024-09-09 17:15:39.185076,165.03275081416865
2024-09-10 17:15:39.185076,162.80922174925502
2024-09-11 17:15:39.185076,169.99357831421094
2024-09-12 17:15:39.185076,162.43296240727895
2024-09-13 17:15:39.185076,166.66601008470994
2024-09-14 17:15:39.185076,166.05392574150915
2024-09-15 17:15:39.185076,157.46046142433704
2024-09-16 17:15:39.185076,154.19030050765633
2024-09-17 17:15:39.185076,157.00155083384075
2024-09-18 17:15:39.185076,165.57350843326503
2024-09-19 17:15:39.185076,168.29472883895554
2024-09-20 17:15:39.185076,168.03439683613715
2024-09-21 17:15:39.185076,171.0428995249627
2024-09-22 17:15:39.185076,166.732363768347
2024-09-23 17:15:39.185076,158.8858674761615
2024-09-24 17:15:39.185076,160.35493656887056
2024-09-25 17:15:39.185076,163.79721676420263
2024-09-26 17:15:39.185076,165.08867522491755
2024-09-27 17:15:39.185076,170.27574242619576
2024-09-28 17:15:39.185076,161.74853455460698
2024-09-29 17:15:39.185076,162.18146643431837
2024-09-30 17:15:39.185076,159.9893043250615
2024-10-01 17:15:39.185076,152.44508706202558
2024-10-02 17:15:39.185076,170.17070190479677
2024-10-03 17:15:39.185076,170.54087324458862
2024-10-04 17:15:39.185076,167.38665361564102
2024-10-05 17:15:39.185076,159.50354893770987
2024-10-06 17:15:39.185076,165.26731145167827
2024-10-07 17:15:39.185076,154.596513648174
2024-10-08 17:15:39.185076,154.94657430573736
2024-10-09 17:15:39.185076,151.68731961629558
2024-10-10 17:15:39.185076,161.22467663684066
2024-10-11 17:15:39.185076,172.49007467988815
2024-10-12 17:15:39.185076,158.9712237431663
2024-10-13 17:15:39.185076,152.52395907097755
2024-10-14 17:15:39.185076,152.7772607252715
2024-10-15 17:15:39.185076,160.92843034134208
2024-10-16 17:15:39.185076,159.02201028764722
2024-10-17 17:15:39.185076,159.61980715182756
2024-10-18 17:15:39.185076,168.47485948359
2024-10-19 17:15:39.185076,160.69815564358308
2024-10-20 17:15:39.185076,154.41192227070928
2024-10-21 17:15:39.185076,153.6096498082548
2024-10-22 17:15:39.185076,164.05101780827098
2024-10-23 17:15:39.185076,151.19288101141535
2024-10-24 17:15:39.185076,164.3516221911174
2024-10-25 17:15:39.185076,166.9714506127177
2024-10-26 17:15:39.185076,169.20791127643093
2024-10-27 17:15:39.185076,158.19057217097787
2024-10-28 17:15:39.185076,156.76765541688698
2024-10-29 17:15:39.185076,158.07884849947993
2024-10-30 17:15:39.185076,153.50086284111825
2024-10-31 17:15:39.185076,163.57710309009948
2024-11-01 17:15:39.185076,161.60892451826206
2024-11-02 17:15:39.185076,149.16969840299453
2024-11-03 17:15:39.185076,151.424989553084
2024-11-04 17:15:39.185076,145.67436757818552
2024-11-05 17:15:39.185076,155.85189101226848
2024-11-06 17:15:39.185076,166.93544916636966
2024-11-07 17:15:39.185076,155.44446367394946
2024-11-08 17:15:39.185076,157.4090176724805
2024-11-09 17:15:39.185076,144.33624431838666
2024-11-10 17:15:39.185076,156.9192645565176
2024-11-11 17:15:39.185076,141.97078260894517
2024-11-12 17:15:39.185076,149.25287771801075
2024-11-13 17:15:39.185076,155.3086262544798
2024-11-14 17:15:39.185076,153.40783239802553
2024-11-15 17:15:39.185076,156.24791606213498
2024-11-16 17:15:39.185076,158.23278383772666
2024-11-17 17:15:39.185076,147.87944991609987
2024-11-18 17:15:39.185076,153.0313309128871
2024-11-19 17:15:39.185076,144.27244308233344
2024-11-20 17:15:39.185076,154.88832714411606
2024-11-21 17:15:39.185076,152.2906741562527
2024-11-22 17:15:39.185076,161.2518572519178
2024-11-23 17:15:39.185076,155.2484097300272
2024-11-24 17:15:39.185076,147.89262948710135
2024-11-25 17:15:39.185076,149.86378823537967
2024-11-26 17:15:39.185076,148.99354677539506
2024-11-27 17:15:39.185076,162.91061369876158
2024-11-28 17:15:39.185076,151.6655178599823
2024-11-29 17:15:39.185076,141.02258363643108
2024-11-30 17:15:39.185076,153.8945530554427
2024-12-01 17:15:39.185076,147.00807606306637
2024-12-02 17:15:39.185076,149.613725642151
2024-12-03 17:15:39.185076,145.42987663153068
2024-12-04 17:15:39.185076,154.978260453399
2024-12-05 17:15:39.185076,156.20674194874803
2024-12-06 17:15:39.185076,151.24144222541244
2024-12-07 17:15:39.185076,152.02770786073873
2024-12-08 17:15:39.185076,140.7075144434935
2024-12-09 17:15:39.185076,138.59425053380878
2024-12-10 17:15:39.185076,149.79945527549935
2024-12-11 17:15:39.185076,153.97994615003486
2024-12-12 17:15:39.185076,154.99087887047554
